,Treatment,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,Y
556,0,0,1,0,0,1,0,1,0,-0.445053001,-1.354852242,-1.225537623,1.125959848,0.625645867,-0.685747647,-1.756194244,-0.844496514,0.381666735,0.149777068,0,1,1.199919221
557,0,0,0,0,0,0,1,0,0,-0.915395593,0.456509509,-0.988519087,0.513357064,-0.874367755,-0.156321759,1.590874814,-0.367497876,-0.632297919,1.214472058,0,0,-0.971576648
558,1,0,0,0,0,0,0,0,0,-1.239833298,0.132127259,2.306685614,0.846164431,-0.737632108,0.624307855,1.182225437,-0.247369653,0.268175731,-1.132770228,0,0,-1.247542647
559,1,0,1,1,0,0,0,0,1,1.050567756,1.221791391,-1.447786154,-1.242338735,-0.339258328,-0.976240217,-0.674402235,-1.323223392,-0.86336326,1.601490441,0,0,-2.432274442
560,0,0,0,0,0,0,0,0,0,-2.021208527,-2.311430827,0.353051067,0.578494512,-1.265906959,1.281858877,-0.335183883,-1.84514221,-0.706443925,-1.568167133,0,0,-4.469352695
561,0,0,0,1,0,0,0,0,1,-1.726935567,0.170757725,0.765874622,-1.355407947,0.022340644,-0.126571118,1.442779716,-1.039266174,-1.10674249,-1.374576636,0,0,-1.159398723
562,0,0,0,0,1,0,1,0,0,0.567720993,0.45906329,-0.652945796,-0.647338978,-1.13622942,0.271768736,1.561727274,-0.450248504,0.954962958,-0.390794374,1,0,0.71439228
563,0,0,0,1,0,0,1,0,0,0.493880187,1.681900752,-0.459031151,1.146562803,-1.280915842,0.631059056,-0.646394828,-0.200986483,-0.022110282,0.25727346,1,0,2.146614634
564,0,0,0,1,0,0,1,1,0,0.9079338,-0.68221228,0.497047664,1.283103298,0.07404079,-1.835995778,-1.660685593,-1.32415486,0.341462132,-2.057735909,0,0,-1.247500931
565,0,0,0,0,0,0,0,1,0,0.819964734,0.270934782,1.198848238,0.595810356,-0.071586326,-0.742535033,-0.089840787,-2.170156546,1.407598691,0.500698914,0,0,0.786091379
566,1,0,0,0,0,1,0,0,0,1.424166632,1.806757493,-1.054240145,1.013000663,1.618431353,-0.271599954,-0.43044835,1.348837445,0.751178897,0.074563871,0,1,2.459622948
567,1,0,1,0,0,0,0,0,0,-0.325690932,-0.469331495,-1.028383177,0.695263517,-0.130719974,-0.992701133,1.006839669,-0.181565311,-0.823820622,-0.153206604,0,0,-2.436235529
568,0,0,0,1,0,0,0,0,1,0.98993695,0.333052408,-0.664728231,0.507952119,0.596408311,0.19678759,0.756920993,0.336025271,-0.109191953,-0.871126451,1,1,4.086210765
569,0,0,0,0,0,1,1,0,0,-0.315413116,0.103193138,-1.094810996,1.590206391,0.482969644,-2.181760889,-0.673479236,-0.45180022,0.022845593,0.858479692,0,0,1.80204635
570,0,1,1,0,0,1,0,1,0,-2.755244117,0.035079292,0.328521773,-0.611555811,-0.421441399,1.863561397,-0.862803254,-0.429275284,-0.762039474,-1.911764299,1,0,0.173117792
571,0,1,0,0,1,1,0,0,0,-2.373901874,-1.202145,2.260844895,-0.459405679,-0.179193882,0.63484623,0.934711058,0.424716282,-1.251893959,-0.116951886,0,1,1.918841786
572,0,0,1,0,0,0,0,1,0,1.854782636,0.22783326,1.704840092,0.02920094,-0.724847499,0.096952978,0.052907053,0.342888348,1.8745048,-1.3859895,1,0,2.538138735
573,1,1,0,0,1,1,0,0,1,1.449239685,-0.110051211,1.1376643,0.507057113,-0.883537663,-0.573655248,0.521428982,1.627687422,-0.900851639,0.990457681,0,0,2.533855509
574,1,1,1,0,0,0,0,0,0,0.760912306,0.618229603,0.733358862,0.235324021,1.157919671,0.589824264,0.875275023,-1.235544831,-0.533995295,-1.018714105,0,1,0.12430928
575,1,1,0,1,0,0,0,0,0,0.732538279,-0.085168319,1.537044331,-0.624280613,0.288206457,-0.40071807,0.587597323,0.258871712,-0.836051339,0.854559704,1,1,1.363184891
576,1,0,1,1,1,0,0,1,0,-0.787531905,0.8093453,0.980838264,1.13110177,0.191085577,1.104420061,-0.44416468,0.181681749,1.087898345,-0.232271441,0,1,2.879085151
577,0,1,0,0,0,0,0,0,0,0.918451465,1.843962835,-0.250712923,0.038475397,0.946573989,-0.406751572,-0.024559928,0.17946222,0.719871298,0.022454824,0,0,1.655748754
578,0,0,0,0,1,0,1,1,0,-0.114952671,-1.764126025,-0.537938013,0.990989397,0.261679917,0.202846039,-0.076909362,-2.386542182,-0.546878992,-0.508678041,0,0,-0.951621485
579,1,0,1,0,0,0,0,0,0,0.191856355,1.413955122,-1.8690195,0.611184844,-0.770406483,-0.518499321,0.851533487,0.105232431,-0.525441393,-1.228617834,0,0,-1.296641124
580,0,0,0,0,1,0,1,0,0,0.85885488,-0.873546799,-0.171089296,-0.014570884,0.924902473,-0.684415495,-0.618466689,1.267939866,-1.322879594,1.488280978,0,0,1.103657699
581,1,0,0,1,0,1,1,0,1,-0.949337737,0.796166635,-0.352801632,0.048466737,0.312419393,1.333334531,0.340135773,0.510350464,1.051561225,0.503090926,1,0,2.999186922
582,1,0,0,0,0,1,1,0,0,1.260765146,-0.081317895,-1.197557964,0.248464821,1.650729838,0.413377838,-0.137351633,0.666034512,-0.745699691,-1.302529185,1,0,3.057588459
583,0,0,0,0,1,1,0,1,0,0.762745591,0.395348707,-0.356807796,-0.615355675,0.586671474,-0.262320884,-1.182460827,-1.390638258,0.655411709,-1.38886978,1,0,1.297145802
584,0,0,1,0,0,1,0,0,0,-0.152304469,1.189956341,-1.092292543,1.783884941,0.234572699,-0.164472263,0.213949817,-0.10574933,0.641840616,-0.074139406,0,1,3.081757437
585,0,0,0,1,0,1,0,0,1,1.184235542,-0.002238973,-0.899442594,0.418139142,1.363125508,0.589724075,1.262800898,-0.792629767,0.111056486,0.545909767,1,1,3.623351931
586,0,0,0,1,0,0,0,1,0,0.825824353,0.668201189,0.242874652,-0.655652518,-0.085638267,0.159583264,0.810437648,-1.994069961,-1.139208618,0.748342917,0,0,0.835350523
587,0,1,1,1,1,0,1,0,0,-0.575843717,-1.069570909,-1.150146858,-1.024942329,-0.987481328,-1.386920117,0.051894453,-0.471707912,-1.149611442,-0.380477972,0,0,-1.219056689
588,0,0,1,0,1,0,0,0,0,0.28438361,-1.197251693,-0.725688256,-0.526598058,-0.76175558,-1.231548238,0.475889978,1.017252824,-1.227208923,-0.572975808,0,0,-0.211783806
589,0,1,0,0,1,0,0,0,0,-0.572062568,0.446237589,-0.219989756,-0.299336874,-2.148121257,-0.557887286,-1.326880333,0.286664298,-0.040343817,-0.598457655,1,0,-1.430826678
590,0,0,0,1,0,1,0,1,0,0.794717137,-2.658014313,-0.434315336,0.662177733,-0.083712749,0.451031588,0.922691974,0.708545251,0.579621577,0.629382889,0,0,3.244114607
591,0,1,1,0,0,0,0,1,0,-2.006470792,0.085642039,0.284107071,-0.069109501,-1.854016952,-0.966615754,-0.82222802,0.973794396,-0.197660233,0.791496512,0,0,-0.104816004
592,0,0,0,0,0,0,0,0,1,0.188989221,-0.905309778,-0.276674716,0.293092045,-0.934463655,0.462908828,1.072565702,1.45238214,2.001224192,-0.809342068,0,0,0.551947141
593,0,0,0,1,0,0,0,0,1,-0.598076002,-0.646417539,-0.807117688,0.604528954,-1.850228216,1.406477686,-1.455012621,-1.345907042,0.090772512,-0.750057728,1,0,-0.518809192
594,0,0,0,0,0,0,0,1,1,-0.779953917,0.51212322,-0.124682693,0.952304825,0.20524494,-0.071802666,0.946651606,2.173105952,-0.631657705,-0.025329949,0,0,2.492645241
595,0,0,0,0,0,0,0,0,0,0.80311829,-0.0475018,0.513097741,1.853187671,1.46859042,-0.121984355,0.678264386,0.611465278,-0.15763678,-1.151315774,0,0,0.735592115
596,1,0,0,0,0,0,0,0,0,-0.418031522,0.364801941,0.727791125,-0.415231102,-0.223035051,-0.493169514,-1.754549183,-0.882682222,0.18261225,-0.288644756,1,1,-2.52332258
597,0,0,0,1,0,0,0,0,1,-0.406146873,-0.493323496,-1.111790873,0.888879587,0.285839208,-1.409667164,-0.915908406,0.23566476,-0.734544873,-0.523808057,0,0,-1.973428578
598,1,0,1,0,0,1,1,1,0,0.00075948,0.490020009,0.208642226,1.062681029,-0.382857216,-1.183841952,0.34722405,-0.251962206,-0.49258017,-0.159027828,0,1,0.631340616
599,0,0,0,0,0,0,0,1,0,2.757036929,-2.052446546,0.055657416,-0.349404452,-0.660113727,-0.061663945,-0.730375703,-1.604381833,-1.463302785,0.041167473,1,0,-0.191396124
600,0,0,0,0,0,0,1,0,1,1.572374001,-0.317512781,0.739500118,0.413226212,-0.30475632,1.667845636,1.107453211,-0.358247667,0.940321776,0.205277785,0,0,3.856918131
601,0,0,0,0,1,0,0,0,0,-1.119992047,-1.015819127,1.258052722,-1.001231731,-0.407823821,-0.625154421,-0.274454951,-0.183848744,-0.308928217,0.054945684,0,0,0.05467592
602,0,1,1,0,0,0,0,0,1,-0.876821137,0.323862413,0.013249424,0.07389871,-0.358532105,0.630282315,-1.501831307,0.003070655,0.804570008,0.860267712,0,0,-0.004235888
603,0,1,0,0,0,0,0,1,0,0.49340694,0.137286681,-0.918736355,-1.264158223,0.318170663,1.242257783,1.231278147,-1.290812558,-0.131545879,-1.48417375,0,0,-0.3531642
604,1,0,0,0,0,0,0,0,1,-0.268493351,0.141996341,0.688420335,-0.274965596,-0.331648773,0.626648863,-1.641775733,-0.56914272,-1.275966696,2.437258391,0,0,0.123480992
605,1,1,0,0,0,1,1,0,0,0.027611496,-0.93017978,1.575433962,1.039581817,0.493132612,0.802654669,0.448309176,1.896255667,0.142835616,2.983316163,0,0,1.703236246
606,1,1,0,0,1,1,1,0,0,0.787398414,0.109936402,-0.11547898,0.492886133,-2.475666847,0.528721048,-1.607940986,-0.970931587,-0.792652148,1.765846958,1,1,1.432759038
607,0,0,0,0,0,0,1,1,1,-1.575673106,2.096553353,-0.503766943,1.427413319,0.358740935,-0.73647781,0.996149465,1.788153937,0.089770282,-0.114428839,0,1,2.436150235
608,0,1,1,0,0,0,0,0,0,1.021344748,-0.326449766,-0.932077422,0.463847817,-0.062754853,-0.244250371,0.743034001,0.890589307,-2.369842737,0.720813656,1,0,1.764380463
609,1,0,0,1,1,1,1,0,0,1.257402213,-0.380523694,0.563834527,0.436555858,0.118499485,0.131481783,0.602722179,1.412306908,0.787014119,0.346499439,0,1,6.292242887
610,1,0,0,0,1,1,0,0,1,1.387677549,0.455610364,0.083373492,0.59337835,-0.600068824,0.627438543,1.037629539,-0.035140631,0.394121884,-0.762911606,0,0,3.030696592
611,0,0,0,0,1,0,1,0,0,-0.621846045,-0.75675615,-0.942433478,-0.212358338,-0.775949798,0.097451189,-0.19867259,-0.327429089,0.592074568,1.648951285,0,0,1.464014357
612,0,0,0,0,0,0,0,1,0,-1.782806936,-0.903137251,-0.608939279,-1.343800024,0.966798759,1.023914616,0.645359361,-0.429375539,0.651793721,-0.689211388,0,0,-2.585333947
613,0,1,0,1,0,0,1,0,1,0.347677574,0.10031542,1.461617105,-0.443005094,1.282356505,0.063843815,-1.459759941,-1.449544721,-0.097833856,-1.248865876,0,0,0.86698092
614,0,0,0,0,0,0,0,0,0,-0.11044875,-0.706667176,0.976135967,0.293300853,1.429245704,-0.480407694,0.443294892,-1.823860601,0.838797323,-0.923931233,1,0,-0.734210728
615,1,0,1,1,0,1,1,0,0,-0.487473515,0.66164419,-0.617191497,3.030942579,-0.994071569,0.457511393,-1.497803271,-2.32668161,1.953309866,0.811934611,0,0,1.818868618
616,1,0,0,0,0,0,1,0,1,-0.606003329,1.473957462,-0.993643985,-2.014122497,-1.055150146,1.044322064,-1.444218716,0.554391234,-0.602168638,0.72558968,1,0,0.138565215
617,1,0,0,0,1,0,0,0,0,0.218065729,-0.413289118,-2.361226096,1.765448039,-0.067860689,0.982011798,-1.801928262,0.134401441,0.284288358,1.306511117,1,0,2.135472584
618,0,1,0,0,1,1,0,0,0,-2.858707905,0.658245348,-0.102063479,-2.27561207,-0.643300544,-0.30672895,0.487218432,-0.585069926,0.958380131,-1.219919803,1,0,-0.412091581
619,1,1,0,0,0,0,0,0,1,2.220773549,0.340757006,0.394758261,1.210349271,-1.080797128,0.866235449,-1.001777713,0.989502821,0.017903709,-0.140855676,1,0,1.414090673
620,1,1,0,0,0,0,0,0,0,-0.284313143,0.293558772,0.036288138,0.993347173,1.443301729,-0.517373643,-0.194624926,0.100187854,0.140643763,0.502114153,0,0,-0.164432926
621,0,0,0,0,0,0,1,0,0,-1.364677025,-1.251140919,1.506315298,-0.563939403,-1.033507756,0.902925539,0.191013215,-1.317718169,-1.55342334,-1.844459472,1,0,-2.330422149
622,0,1,0,0,0,0,0,0,0,0.788064941,-0.20411527,-0.04504008,0.077081969,-1.753262394,0.086617871,0.336797314,-0.096440817,0.799172225,-0.918597245,1,0,0.361554701
623,1,0,1,0,0,0,0,1,1,-0.979830621,-0.208404015,0.174696534,-2.169565199,0.045929198,1.234128312,-1.178252778,-0.235945032,-0.380749045,-0.924219048,1,0,-0.859724375
624,1,0,0,0,0,0,1,0,0,0.358077241,0.540883605,-0.946030209,0.128840048,-1.527512665,-0.522088219,-0.621938365,-1.083125682,0.587727962,1.210503321,0,0,-0.907185289
625,0,0,0,0,1,0,0,0,0,-0.280216568,1.073631886,0.789538661,-0.195849746,0.33317177,0.549204899,-0.901098759,0.132193566,0.999686361,1.475568454,0,0,-0.499216427
626,0,0,0,1,0,0,0,1,0,-1.571873309,-0.697327794,-1.148156503,-0.168325417,-1.344628707,-0.615144506,0.178348664,1.95818318,0.686933435,-1.502028043,0,1,-1.497131507
627,0,1,0,0,0,0,0,1,0,-0.52125839,0.004307659,-0.034060254,2.085558317,-0.406161034,1.193262169,0.567084672,-1.273528254,-0.944548969,0.069486884,0,0,0.319227006
628,0,0,0,0,1,1,0,0,1,2.143512466,-0.521543758,0.378017265,-1.797475677,-0.001101776,-0.358944768,-0.725823959,-1.846085371,-0.196710342,-1.166168738,1,0,-0.291126174
629,0,0,0,1,1,0,0,0,1,-0.744455307,0.004500137,-0.177884051,-1.116164273,1.658312778,0.510687523,-1.455829315,-0.558662701,-0.631769271,-0.359957565,0,0,-1.254877161
630,0,0,0,0,0,0,0,0,0,-0.324894478,0.365858393,-0.475215947,-0.771817639,0.56580748,-1.168386358,-1.212449031,-0.102241991,-0.243039573,-0.342396258,0,0,-1.264317509
631,0,1,0,0,0,1,0,0,1,-0.206490715,0.121597471,1.924751993,0.254784131,-0.470023364,-1.711708964,-1.126913846,1.163747408,-0.529115654,-0.913651322,1,0,0.473436159
632,0,0,0,0,0,0,1,0,0,-0.757149052,-1.230161645,0.387129112,2.591815734,-2.421981863,1.187499988,-0.342687724,0.359112778,-0.871136266,2.102382263,1,0,2.138165564
633,1,0,1,0,0,1,1,1,1,0.376156416,-0.794589176,1.246963125,0.147759502,-0.190315967,-1.780327495,0.447062247,0.38796271,0.93674773,-0.822261585,0,0,1.670927911
634,1,0,0,0,0,0,1,1,0,0.740138913,-1.455810953,0.222370956,-0.192831151,1.603313366,-0.841510128,3.921410066,0.731027647,1.344801292,-0.647626855,0,0,2.812183335
635,0,0,1,1,1,0,0,1,0,-0.49263155,-0.332657082,1.942137805,-0.516022594,-2.35356367,-0.474039923,-0.989922511,1.684030553,1.040613018,-0.083590334,0,1,2.621792507
636,0,1,0,0,0,0,0,0,0,0.287543085,-2.5212362,-0.542062252,0.595696548,-0.4871319,0.699458502,-0.322890897,0.052919692,-1.648078624,-0.903910039,0,0,-1.662764445
637,1,0,1,0,0,0,1,1,0,0.764369008,0.878493469,0.577656429,-0.329559237,0.755058399,1.421466722,-0.194207297,0.124137501,-0.623969459,0.240485785,1,0,1.909327531
638,0,1,0,1,0,0,0,0,1,-0.800750626,-0.139150842,0.24368965,-1.367277952,-0.587554584,2.141338197,-1.12928221,1.435373093,-0.382284591,0.082234377,1,0,1.808048661
639,1,1,0,0,1,0,0,0,0,-1.579876558,1.337782763,-0.284452248,1.724645737,1.880781995,-0.128143759,-2.155387159,1.041931603,1.237223426,2.232176904,1,0,3.250334779
640,0,0,1,1,0,0,0,0,0,2.376445185,0.630063803,0.684175743,2.581203972,-0.699131555,0.432002812,-0.619970368,0.409997003,-2.085338421,0.782538804,0,0,2.463608748
641,0,0,0,0,0,0,0,1,0,0.705868451,0.788831785,2.313740449,0.764909411,0.489133077,0.762279901,0.406264541,1.085543644,0.258430925,-0.006488397,0,0,2.608130208
642,1,1,0,0,0,0,0,0,0,0.718392977,-2.016628633,-0.613005565,0.673431407,1.758170482,-1.495564076,1.226329163,0.946592876,1.461087816,0.864434992,1,0,1.980695282
643,0,0,0,1,0,0,0,1,1,-1.192376426,0.644189196,-0.033160183,-0.306350801,-0.809188193,0.983850606,-0.124103047,0.089276246,-1.30033758,-0.330918193,1,1,2.686408112
644,0,0,0,0,1,1,0,1,0,2.207372017,-2.253284135,1.993329574,-0.662525708,0.306875095,-0.897314983,-0.031213734,-1.150951072,-0.770102572,-1.966476719,0,0,0.827991732
645,1,0,1,0,0,0,1,0,0,1.811579577,0.797758645,-0.629039001,-0.246810587,0.715967402,-1.890169588,0.652546234,0.391948541,1.106787544,-0.886475898,0,0,-0.822644493
646,0,0,0,0,0,0,0,1,0,0.194579047,0.62991474,1.178830598,-0.445843721,1.379379643,1.197027755,0.229548696,-1.719273054,-1.520060308,-0.918198632,0,1,-0.211371016
647,1,0,0,1,0,0,1,0,0,0.372581399,0.587524112,0.085713372,1.091942674,0.71440835,1.053901922,0.827202542,-0.36628916,0.289070329,-0.491189411,0,0,1.103550982
648,0,1,0,0,0,0,0,0,0,-1.053393451,0.98225454,-0.839214681,0.53316949,0.313603697,-0.865762424,0.701538377,-0.044072404,0.048847472,-0.683495652,0,0,-1.571286025
649,0,0,1,0,0,0,1,1,0,-0.133148961,0.396737767,0.525469107,-0.675492511,-0.73707747,1.073383799,-0.341385613,0.151287004,-0.694086364,-0.91382745,0,0,1.593310218
650,0,1,1,0,0,0,0,0,0,0.431623233,-0.466062796,0.072147126,0.993450365,0.4545752,-0.255511374,-0.454698643,1.004087977,1.561750197,0.395824882,0,1,3.621453466
651,1,0,0,0,0,0,0,1,0,-1.898383766,1.742841866,-1.094744075,0.175749524,2.061956097,-0.002831439,0.747086754,-1.534014707,0.530561349,-0.126456582,1,1,1.127110038
652,1,1,0,0,0,1,1,0,1,-2.382245396,0.248623799,-1.428815013,-0.15254675,0.910124241,1.16297222,-0.074054855,-0.134519625,-0.551376202,-0.68492307,1,0,-0.335781905
653,0,1,0,0,1,0,0,0,0,-0.879887178,-0.885073743,-1.745774132,-0.365463204,-0.018082188,0.594843469,0.087562823,1.018460616,-1.68627147,0.391884839,0,0,-0.115305745
654,0,0,1,1,0,0,0,1,0,-0.356774597,-0.620122397,0.076873943,-0.317268247,0.011273961,0.19625807,-0.427541941,-0.951615627,0.535535527,0.595211724,0,1,1.605543632
655,0,0,1,0,0,0,0,0,0,0.317313066,0.514420782,0.250130401,-1.066812882,0.456756156,1.606511243,0.136512596,-0.971994259,-1.078184097,-0.832017095,0,1,2.940976752
656,1,1,1,0,0,0,0,0,1,0.788604403,-0.434747029,-0.486242772,0.858008093,-0.247529719,0.685359428,-0.834067975,-0.487796387,1.858754126,-1.293444877,1,0,0.560701363
657,0,1,0,0,0,1,1,1,0,0.907586278,-0.145358519,0.470538601,1.724395082,0.230382621,-0.271040081,-0.819701159,-0.474501835,0.150758399,-0.100298983,1,0,3.39585071
658,1,1,0,1,1,0,0,1,0,-1.358766425,0.54327274,0.008373362,-0.012370999,1.295776013,-0.511169173,0.759345526,0.724123695,0.920041516,0.881485118,0,0,1.401253296
659,0,0,0,0,0,0,0,0,0,-0.505526491,0.217362539,0.222775619,1.025560535,-0.22596777,-0.830515733,0.949258395,0.592879263,0.208287188,-0.702818108,0,1,1.641201128
660,1,1,0,1,0,0,1,1,0,0.550913088,-0.702826989,1.255377616,1.376504233,0.926758757,0.355552809,0.064192982,-0.625835991,-0.647249459,-0.088855043,0,0,2.302366189
661,1,0,1,0,0,0,0,0,1,1.779663826,1.352392934,1.52334066,0.148119169,-0.150429774,-0.163185264,-0.471545685,1.275554746,-0.410869433,0.097676981,1,0,3.217159404
662,1,0,0,0,0,0,0,0,0,0.407054165,0.403474578,0.293526242,-0.70133528,0.034883168,-1.001052852,-0.337947376,1.791320362,-0.229545685,-0.879767961,1,1,-0.470486602
663,0,0,0,0,0,0,0,0,1,-0.161305759,-1.063262652,0.959561309,0.295651173,-1.077718535,0.228439567,-0.22910601,0.508349081,0.247424621,-1.923982399,0,0,-1.400328098
664,0,0,1,1,0,0,0,0,0,-1.854027198,0.192096068,0.479113575,-1.911880448,-0.899014952,-0.459786801,1.128889827,1.927621148,-2.348155595,-0.283400431,0,1,-0.235788174
665,1,0,1,0,0,0,0,0,0,1.52800006,0.305460582,0.04588495,1.205125422,0.119121915,0.398088484,-1.386639511,0.309171339,1.450447619,1.504912978,0,0,2.335208423
666,1,0,1,0,0,1,1,1,1,-0.344031735,-0.658242958,0.287459063,0.412449678,0.129761208,0.420124021,0.240928003,0.035234692,0.672765461,0.617035272,0,0,3.136725318
667,0,1,0,1,0,1,0,0,0,0.589400242,-0.028358631,0.505744875,-0.360736499,-0.059397903,0.158428055,0.45526872,0.632119126,0.854868862,-0.395113843,1,0,1.706873586
668,0,0,1,0,0,0,1,0,1,-0.817596049,-0.031727984,0.375681332,-0.915286625,1.260236836,-1.019449374,0.598070475,-1.578660407,-1.095710266,1.725364715,0,0,-1.711710875
669,0,1,0,1,0,0,0,1,1,-0.327241606,-0.437806987,-0.910962598,0.155206993,-0.433449183,0.578996274,-0.813059822,-0.625392071,-1.680012876,-1.779501016,0,0,-0.531355161
670,1,0,0,0,0,0,1,0,0,-0.832747621,0.686553441,0.893281821,0.069685682,-0.169224009,1.591926038,-0.451237024,0.936887978,0.100792107,0.459191656,0,1,0.391257918
671,0,0,0,1,0,0,0,0,0,0.340066624,1.67439384,0.56030172,0.574693302,0.551777845,-0.174841508,-0.890820828,-0.626650113,-0.631299963,-0.315157429,0,1,0.809195652
672,1,0,0,0,0,0,0,1,0,0.45012737,0.282980918,0.528098215,0.319173359,-1.708615057,-0.264286559,-0.115111351,0.671800907,0.526505308,-0.853866448,0,0,-2.75412988
673,1,1,0,0,0,1,0,0,1,-1.184751524,-0.317869232,1.302320415,0.092532958,-0.360977892,2.351555778,-0.94268953,0.238973339,-0.066087229,-0.841212157,0,0,-0.302612546
674,0,0,0,1,0,0,1,0,0,-0.54177455,1.191576106,0.432029954,1.157658927,0.05468655,1.783185587,-0.341705708,0.231841191,0.660855004,-0.797785926,0,1,2.885344183
675,0,0,0,0,1,0,0,1,0,-0.796957495,1.718534889,1.171033799,1.846071596,0.849310137,0.044513168,0.15028212,-0.344367143,-0.374970216,0.512458986,0,1,3.516497175
676,0,1,1,0,1,0,0,0,0,-0.674597196,0.099001714,2.292191228,-1.205451505,0.487019938,-0.091701417,1.158148838,-0.577000051,-1.067889695,-0.749121741,0,0,1.407283555
677,1,0,0,0,0,0,0,0,0,0.710723381,1.703186912,-0.475578526,-0.447134751,-0.134853793,-0.190486371,-1.315579931,0.349101757,-0.26123036,-1.438632199,1,1,0.550561466
678,0,1,0,1,0,0,0,0,0,1.052561577,0.086097512,-0.29921643,1.496590196,0.369106127,-1.283989619,0.817835607,0.488195969,1.014580578,-2.129834848,0,0,1.129162453
679,0,0,0,0,0,0,1,0,0,-0.822731407,-0.938991984,0.143353826,0.244953765,-0.815102016,-0.209807673,0.379403228,0.032825195,0.531895659,0.797682753,0,0,0.631785229
680,0,0,0,1,0,0,0,1,0,-0.043145029,-0.11183978,-0.375547732,-0.528211753,0.7596016,-0.026775869,-0.207460193,-0.388126531,1.96828808,-1.681774605,0,0,1.796886664
681,1,0,0,0,0,0,0,0,0,-0.284718004,-0.781092926,0.627116868,-0.097860878,-1.061929769,0.51946385,-0.661060457,0.020592417,1.535692434,-0.775360984,0,0,0.11466075
682,0,0,0,0,1,0,0,0,1,-0.889830539,-0.215055702,1.40322555,0.165822749,-1.771997403,-1.141113885,1.824485733,-1.159718831,-1.671670476,-1.306545652,0,1,1.183856237
683,0,1,1,0,0,1,1,0,0,-0.571589987,-0.074758532,-0.185860796,-0.042181184,0.685300867,-0.415162582,0.231276967,0.899350107,-0.69521738,-0.307665717,1,0,3.119712971
684,0,0,0,1,1,0,1,0,0,0.998601891,-1.813998422,0.236861386,0.791596723,0.981010821,-0.028560141,-0.477673662,0.135854437,-0.173916373,-0.289809961,1,1,2.085588828
685,0,1,0,0,1,0,0,1,0,1.81368951,-0.310794225,-1.406950878,-1.693086068,-1.156805668,-1.699800505,-0.384045296,-0.300170157,1.271217611,-0.09089889,1,0,1.88066918
686,1,0,0,1,0,0,0,0,1,0.185101916,0.305029827,1.157492834,0.550673837,1.178194505,-0.842313362,2.626806032,0.444281256,0.48248307,-0.046725556,0,0,1.337835287
687,1,0,0,0,0,0,0,1,0,-0.053318946,-0.860226865,1.171061344,-1.218765263,-1.572479364,1.046581971,1.615341021,0.532307626,1.710937239,0.110739935,0,1,2.075550618
688,0,0,1,0,1,1,0,0,0,0.033054875,-0.659336024,-0.645098332,-0.953549189,2.671476102,0.692468756,-0.348792213,-0.12531903,0.687645786,0.572110794,0,1,4.300985782
689,1,0,0,0,1,0,0,0,1,0.808942965,-1.837650589,-1.260810994,0.968753729,-1.166238803,-1.639772648,1.143759596,0.755926174,-0.212994949,-0.331520656,0,1,-0.885395234
690,0,0,1,0,0,0,1,1,0,-1.752674691,0.239594159,0.182887935,-0.151354337,0.129062688,-0.045116661,1.548427571,-0.833721329,-0.682043006,-0.724791539,0,0,-0.472649444
691,1,0,0,0,0,0,1,1,0,-0.361573907,-0.398179771,1.596839216,-1.555118084,-0.458949166,-2.515892133,1.062252914,0.109010519,-0.591259279,0.358572241,0,0,-0.189709395
692,0,0,0,0,0,0,1,0,0,-0.656399354,0.111665635,-1.05404175,1.256850529,-0.33790422,-0.16676537,0.549818916,-1.261847208,-1.095346804,1.976998166,0,0,-0.548914761
693,0,0,1,0,0,0,1,0,0,0.856183651,-1.099211836,-0.303684677,0.724161058,-0.538728802,0.129783166,-0.119084172,0.598059704,1.907927158,-0.036962972,0,0,2.009434369
694,0,1,0,1,0,0,0,1,0,2.153831124,-2.384583526,0.044808363,-0.665669017,-2.827475843,0.061628484,0.497293873,0.310826524,0.902228573,0.223860516,0,0,0.175100258
695,0,0,0,0,1,1,0,0,0,-0.503332682,0.473737868,-1.199445479,-0.699039603,-1.048940236,-0.067007456,0.565728444,-2.55438686,-0.617346195,-0.614103819,0,0,-2.107721342
696,0,1,0,0,0,0,0,0,0,-2.506656949,0.717989072,0.461965109,0.61149869,0.402415691,0.158114658,-0.424811994,1.781974841,-0.958750916,-0.491801803,0,0,-0.540186479
697,0,1,0,0,0,0,1,0,0,1.225694029,1.024148687,0.335117221,0.442823336,-1.317430257,0.552440987,0.194656901,-0.35478987,-0.394879245,0.799344074,0,0,1.643741541
698,1,0,1,1,1,0,0,1,1,-0.909729817,0.239371908,-1.310856652,-2.302084134,0.385859248,0.573936218,-0.149057846,0.793920391,0.342223264,0.097795761,0,1,2.082456688
699,0,1,0,0,1,1,0,0,0,-0.422091803,-0.652476405,0.891951667,-1.501754006,-0.555420182,-1.695719949,-0.088991989,0.708878458,0.362181143,-0.786184156,0,0,-0.306921398
700,0,1,1,0,0,0,0,1,0,0.341963208,0.71085188,-0.274264271,0.820665339,-0.340974352,-0.811855845,0.323184192,-1.277348608,-0.663030868,-1.294437218,0,0,1.814887113
701,0,1,0,1,0,0,1,0,0,-3.279983262,0.141533359,-1.368421321,-0.727748653,-0.067993321,0.513904655,0.803121809,0.139793615,-0.28994721,-0.392306343,1,0,0.461307577
